AmbientTemp	SurfaceTemp	SolarRadiation	RelHumidity	SoilMoisture	Watermark	RainMeter	WindSpeed	WindDirection	AmbientTemp_3	SurfaceTemp_3	SolarRadiation_3	RelHumidity_3	SoilMoisture_3	Watermark_3	RainMeter_3	WindSpeed_3	WindDirection_3	AmbientTemp_7	SurfaceTemp_7	SolarRadiation_7	RelHumidity_7	SoilMoisture_7	Watermark_7	RainMeter_7	WindSpeed_7	WindDirection_7	AmbientTemp_11	SurfaceTemp_11	SolarRadiation_11	RelHumidity_11	SoilMoisture_11	Watermark_11	RainMeter_11	WindSpeed_11	WindDirection_11	AmbientTemp_14	SurfaceTemp_14	SolarRadiation_14	RelHumidity_14	SoilMoisture_14	Watermark_14	RainMeter_14	WindSpeed_14	WindDirection_14	AmbientTemp_6	SurfaceTemp_6	SolarRadiation_6	RelHumidity_6	SoilMoisture_6	Watermark_6	RainMeter_6	WindSpeed_6	WindDirection_6	AmbientTemp_5	SurfaceTemp_5	SolarRadiation_5	RelHumidity_5	SoilMoisture_5	Watermark_5	RainMeter_5	WindSpeed_5	WindDirection_5	AmbientTemp_10	SurfaceTemp_10	SolarRadiation_10	RelHumidity_10	SoilMoisture_10	Watermark_10	RainMeter_10	WindSpeed_10	WindDirection_10	AmbientTemp_9	SurfaceTemp_9	SolarRadiation_9	RelHumidity_9	SoilMoisture_9	Watermark_9	RainMeter_9	WindSpeed_9	WindDirection_9	AmbientTemp_12	SurfaceTemp_12	SolarRadiation_12	RelHumidity_12	SoilMoisture_12	Watermark_12	RainMeter_12	WindSpeed_12	WindDirection_12
5.46	3.725	1.063	81.447	25.021	-13.145	34.8	0.0	165.454	4.18	4.162	0.0	82.228	32.867	-7.789	28.8	0.0	250.602	4.64	4.975	0.0	83.676	24.15	-13.719	0.0	0.0	174.172	5.26	5.475	0.0	85.374	30.47	-1.331	35.0	1.039	170.007	5.08	6.1	0.0	84.147	11.073	-9.263	0.0	0.0	232.778	5.01	4.912	0.0	84.405	0.0	0.0	0.2	0.0	166.519	5.77	5.225	2.127	82.294	8.53	-1.0	0.0	1.022	179.693	4.96	5.225	0.0	80.195	26.62	-11.016	31.6	0.955	183.471	5.63	5.35	0.0	81.58	21.098	-9.837	0.0	0.0	144.433	4.6	4.787	0.0	83.941	9.111	-1.0	37.2	0.0	159.351
5.37	3.663	0.0	82.599	24.876	-13.366	34.8	0.0	165.647	4.1	4.225	1.063	82.881	32.795	-7.839	28.8	0.0	232.391	4.76	5.037	0.0	82.781	24.15	-13.792	0.0	1.291	200.617	5.43	5.787	0.0	83.031	30.543	-1.505	35.0	0.0	196.743	5.04	6.1	0.0	85.411	11.218	-9.263	0.0	0.0	232.778	5.12	4.912	0.0	83.652	0.0	0.0	0.2	1.14	172.331	5.78	5.412	1.063	82.32	8.893	-1.0	0.0	1.844	176.497	4.91	5.412	0.0	81.226	26.111	-11.631	31.6	1.617	212.726	5.7	5.412	0.0	80.671	20.808	-9.829	0.0	0.0	144.433	4.64	4.975	0.0	83.905	9.111	-1.0	37.2	1.022	183.762
5.1	3.725	0.0	84.015	24.44	-12.978	34.8	0.997	183.471	3.92	4.287	0.532	84.642	32.504	-7.836	28.8	0.0	181.921	4.68	5.037	0.0	83.616	23.714	-13.792	0.0	0.0	194.03	5.43	5.662	0.0	82.262	30.543	-1.358	35.0	1.408	210.692	4.9	5.912	0.0	86.498	10.782	-9.258	0.0	0.905	204.783	5.31	5.1	0.0	82.351	0.0	0.0	0.2	1.751	222.607	6.08	5.412	1.063	80.303	8.748	-1.0	0.0	0.0	203.33	4.92	5.412	0.0	81.111	26.62	-11.075	31.6	1.886	230.453	5.68	5.475	0.0	81.26	21.098	-9.87	0.0	0.0	160.126	4.7	5.1	0.0	83.965	9.038	-1.0	37.2	0.0	183.375
5.22	3.975	0.532	83.698	24.731	-13.245	34.8	0.0	225.997	3.86	4.287	0.0	84.447	32.722	-1.803	28.8	1.106	213.889	4.37	4.975	0.0	86.367	24.077	-13.537	0.0	2.062	211.079	5.14	5.787	0.0	87.069	30.615	-1.54	35.0	0.0	193.643	4.78	6.037	0.0	87.421	11.0	-9.282	0.0	1.953	205.558	5.22	5.037	0.0	83.814	0.0	0.0	0.2	0.0	207.979	6.05	5.475	0.532	80.965	9.184	-1.0	0.0	1.19	204.105	4.96	5.225	0.0	81.049	26.474	-11.047	31.6	0.0	214.179	5.64	5.35	0.0	81.818	20.808	-10.274	0.0	0.0	146.951	4.51	4.912	0.0	83.231	9.038	-1.0	37.2	1.249	214.76
5.39	3.913	0.0	82.276	25.239	-13.121	34.8	1.249	249.343	4.01	4.287	1.063	83.663	32.867	-7.81	28.8	1.224	249.052	4.52	5.037	0.0	86.092	23.859	-13.854	0.0	0.0	231.228	5.18	5.725	0.0	87.5	30.833	-1.484	35.0	1.785	183.568	5.2	6.412	0.0	83.44	11.799	-9.283	0.0	2.003	233.166	4.88	4.6	0.0	87.182	0.0	0.0	0.2	1.584	187.249	5.6	5.225	0.0	84.134	8.748	-1.0	0.0	1.45	161.482	4.68	5.225	0.0	83.8	26.62	-11.016	31.6	1.022	195.193	5.5	5.35	0.0	82.908	21.026	-9.821	0.0	0.0	149.373	4.64	5.1	0.0	84.316	8.675	-1.0	37.2	1.86	244.79
5.27	3.788	0.0	83.179	25.094	-12.988	34.8	0.0	205.558	3.94	4.225	0.0	84.171	32.795	-7.821	28.8	0.0	225.803	4.56	4.725	0.0	84.842	23.568	-13.553	0.0	1.056	208.754	5.31	5.6	0.0	85.114	30.543	-1.407	35.0	1.073	135.521	4.95	5.975	0.0	85.66	11.436	-9.266	0.0	0.0	232.972	5.22	4.975	0.0	83.283	0.0	0.0	0.2	1.634	207.204	5.68	5.225	0.532	83.09	9.038	-1.0	0.0	1.291	168.069	4.72	5.412	0.0	82.4	26.838	-11.139	31.6	0.0	167.391	5.58	5.225	0.0	82.133	20.517	-9.837	0.0	0.0	156.735	4.68	4.787	0.0	83.777	8.966	-1.0	37.2	0.0	232.197
5.23	3.788	0.532	83.724	25.094	-13.156	34.8	1.232	190.543	4.08	4.412	0.532	83.014	32.867	-7.805	28.8	1.123	247.115	4.72	5.162	0.0	82.911	24.222	-13.877	0.0	0.0	143.27	5.29	5.6	0.0	83.692	31.051	-1.302	35.0	0.0	135.811	4.9	5.912	0.0	86.765	11.291	-9.231	0.0	0.0	232.972	5.14	4.85	0.0	83.472	0.0	0.0	0.2	0.0	133.099	5.94	5.537	0.532	81.225	8.893	-1.0	0.0	1.483	234.909	4.82	5.35	0.0	81.347	26.547	-12.245	31.6	0.0	112.175	5.55	5.225	0.0	82.173	20.953	-9.871	0.0	0.0	170.685	4.68	4.725	0.0	83.96	9.329	-1.0	37.2	0.0	232.391
5.4	3.85	0.0	82.278	24.949	-13.167	34.8	1.592	198.971	4.12	4.225	0.0	83.254	32.867	-7.795	28.8	0.905	232.972	4.6	5.037	0.0	84.784	23.496	-13.549	0.0	0.0	229.969	5.32	5.6	0.0	83.469	30.906	-1.302	35.0	0.0	121.959	4.95	5.85	0.0	85.862	11.363	-9.232	0.0	1.5	218.054	5.13	5.037	0.0	83.493	0.0	0.0	0.2	0.0	67.228	5.94	5.475	1.595	81.035	8.53	-1.0	0.0	1.852	302.524	4.9	5.35	0.0	81.106	26.184	-11.066	31.6	0.0	171.363	5.61	5.35	0.0	81.646	20.372	-9.837	0.0	0.0	175.431	4.62	5.037	0.0	84.152	8.603	-1.0	37.2	0.0	234.522
5.53	4.037	0.0	81.061	24.44	-13.256	34.8	1.341	205.751	4.18	4.162	0.0	82.368	32.65	-7.806	28.8	0.939	210.207	4.58	4.975	0.0	85.186	23.496	-14.098	0.0	0.905	225.416	5.34	5.6	0.0	83.911	30.543	-1.442	35.0	0.0	83.599	5.13	5.912	0.0	85.32	10.709	-9.222	0.0	1.55	224.835	5.12	5.037	0.0	84.042	0.0	0.0	0.2	0.0	68.487	5.97	5.6	0.532	81.611	8.53	-1.0	0.0	0.0	284.7	4.88	5.1	0.0	81.29	26.329	-10.998	31.6	0.0	115.663	5.59	5.225	0.0	81.853	20.517	-9.821	0.0	0.0	120.506	4.72	5.1	0.0	83.878	8.675	-1.0	37.2	0.0	232.391
5.56	3.975	0.0	81.044	24.658	-13.075	34.8	0.0	207.108	4.22	4.287	0.0	81.585	32.795	-7.827	28.8	0.0	208.754	4.7	5.037	0.0	84.331	23.35	-13.669	0.0	1.332	237.234	5.4	5.912	0.0	84.544	30.906	-1.582	35.0	0.0	218.248	5.18	5.912	0.0	84.901	10.927	-9.222	0.0	0.0	233.941	5.08	5.037	0.0	85.579	0.0	0.0	0.2	0.0	192.868	5.9	5.412	3.19	81.334	8.893	-1.0	0.0	0.0	234.716	4.78	5.412	0.0	82.879	26.62	-11.106	31.6	0.0	146.661	5.63	5.225	0.0	81.768	21.171	-9.837	0.0	0.0	175.431	4.78	4.912	0.0	83.755	8.821	-1.0	37.2	1.098	259.902
5.48	3.913	0.0	81.663	24.44	-13.177	34.8	0.0	228.516	4.2	4.412	0.0	82.302	32.795	-7.849	28.8	0.0	247.502	4.74	5.1	0.0	84.089	24.077	-13.326	0.0	1.031	224.254	5.44	5.662	0.0	82.591	30.397	-1.498	35.0	1.886	172.138	5.16	5.912	0.0	84.942	10.855	-9.205	0.0	1.224	228.516	5.26	5.225	0.0	82.456	0.0	0.0	0.2	1.291	183.956	5.82	5.225	1.063	82.75	8.966	-1.0	0.0	0.989	186.281	4.86	5.412	0.0	81.896	26.91	-11.012	31.6	0.0	201.78	5.62	5.225	0.0	81.813	21.098	-9.681	0.0	0.0	138.621	4.81	5.037	0.0	83.762	8.893	-1.0	37.2	0.0	238.881
5.43	3.85	0.0	81.722	24.658	-14.425	34.8	1.751	219.119	4.16	4.412	0.0	81.524	32.795	-7.814	28.8	1.994	235.49	4.62	4.912	0.0	84.947	24.222	-13.586	0.0	0.0	224.06	5.38	5.662	0.0	83.066	30.47	-1.603	35.0	0.0	156.735	5.14	6.1	0.0	84.983	11.0	-9.227	0.0	1.257	258.642	5.24	5.225	0.0	82.894	0.0	0.0	0.2	0.0	162.16	5.89	5.475	0.532	82.579	8.748	-1.0	0.0	1.601	199.261	4.86	5.35	0.0	81.826	26.765	-11.195	31.6	0.0	201.586	5.57	5.225	0.0	82.412	20.59	-9.596	0.0	0.0	144.82	4.8	5.162	0.0	83.897	8.603	-1.0	37.2	1.031	233.359
5.46	4.037	0.0	81.447	25.021	-13.086	34.8	1.257	225.029	4.18	4.537	2.659	81.528	32.722	-7.817	28.8	1.475	236.265	4.63	4.975	0.0	84.451	24.004	-13.597	0.0	0.922	270.654	5.4	5.6	0.0	84.59	30.47	-1.547	35.0	0.0	140.752	5.09	5.912	0.0	84.743	11.0	-9.205	0.0	0.0	216.31	5.2	4.85	0.0	83.093	0.0	0.0	0.2	0.0	123.412	5.92	5.225	1.063	81.646	9.62	-1.0	0.0	1.106	213.598	4.9	5.225	0.0	81.106	26.184	-11.143	31.6	0.0	185.118	5.5	5.35	0.0	83.001	20.88	-9.821	0.0	0.0	170.685	4.68	4.662	0.0	83.892	8.603	-1.0	37.2	1.299	1.744
5.5	3.975	1.063	81.409	25.021	-13.132	34.8	1.902	235.297	4.21	4.412	0.0	82.002	32.722	-7.805	28.8	1.944	248.084	4.66	5.037	0.0	84.184	24.077	-13.373	0.0	0.0	267.942	5.33	6.037	0.0	83.748	30.906	-1.659	35.0	0.989	74.977	5.03	5.912	0.0	84.455	11.0	-9.222	0.0	1.048	200.23	5.15	5.037	0.0	83.382	0.0	0.0	0.2	0.0	123.509	5.9	5.225	0.532	81.995	8.893	-1.0	0.0	0.0	213.695	4.9	5.225	0.0	81.318	26.62	-11.417	31.6	0.0	95.223	5.47	5.412	0.0	83.203	20.808	-9.895	0.0	0.0	164.291	4.69	4.912	0.0	84.1	8.53	-1.0	37.2	0.0	241.206
5.46	3.913	0.532	82.433	24.44	-13.235	34.8	0.0	227.741	4.21	4.287	3.19	81.816	32.722	-7.792	28.8	1.81	278.016	4.62	5.037	0.0	84.675	24.15	-13.431	0.0	0.0	224.254	5.32	5.725	0.0	84.388	30.615	-1.484	35.0	1.031	43.204	5.13	6.037	0.0	83.354	11.073	-9.22	0.0	1.416	224.254	5.13	5.1	0.0	84.091	0.0	0.0	0.2	0.0	123.606	5.92	5.537	1.063	82.493	8.457	-1.0	0.0	1.022	214.567	4.9	5.225	0.0	81.53	26.474	-11.346	31.6	0.0	90.476	5.5	5.412	0.0	82.908	21.098	-9.845	0.0	0.0	180.275	4.72	4.975	0.0	83.97	9.038	-1.0	37.2	1.081	243.628
5.46	3.913	1.063	81.87	24.44	-13.065	34.8	0.0	236.169	4.2	4.537	0.0	82.697	32.795	-7.826	28.8	1.173	261.839	4.56	4.787	0.0	84.547	24.004	-13.624	0.0	1.056	192.48	5.2	5.725	0.0	86.617	30.688	-1.728	35.0	1.433	84.761	5.12	6.037	0.0	83.721	10.782	-9.229	0.0	0.0	224.447	5.14	5.037	0.0	84.96	0.0	0.0	0.2	0.0	154.217	5.9	5.412	1.063	81.783	8.675	-1.0	0.0	1.316	252.152	4.89	5.412	0.0	81.575	26.692	-11.339	31.6	0.0	157.898	5.54	5.35	0.0	82.941	20.88	-9.887	0.0	0.0	173.106	4.76	4.85	0.0	83.957	9.111	-1.0	37.2	0.0	243.628
5.46	4.037	0.0	81.305	25.312	-13.256	34.8	0.0	224.254	4.24	4.35	0.532	81.846	33.086	-7.798	28.8	0.0	247.405	4.6	4.975	0.0	84.648	23.714	-13.597	0.0	0.0	192.383	5.22	5.725	0.0	85.274	30.397	-1.554	35.0	0.0	178.531	5.08	5.912	0.0	83.642	11.218	-9.213	0.0	0.0	223.866	5.1	4.787	0.0	84.541	0.0	0.0	0.2	0.0	176.981	5.82	5.35	1.063	82.47	8.312	-1.0	0.0	0.0	252.152	4.9	5.475	0.0	81.507	26.329	-11.491	31.6	0.0	103.651	5.54	5.225	0.0	82.778	20.735	-9.905	0.0	0.0	138.911	4.66	4.912	0.0	83.956	8.966	-1.0	37.2	0.0	244.015
5.47	3.725	0.532	81.826	24.513	-13.145	34.8	0.0	225.029	4.22	4.35	0.0	81.888	32.65	-1.858	28.8	0.0	247.89	4.55	4.975	0.0	84.863	23.786	-13.719	0.0	0.0	194.418	5.2	5.725	0.0	85.45	30.833	-1.484	35.0	0.0	178.144	5.06	6.037	0.0	84.918	10.927	-9.237	0.0	0.0	224.544	5.08	4.787	0.0	84.65	0.0	0.0	0.2	0.0	185.796	5.72	5.35	2.127	83.146	9.256	-1.0	0.0	0.0	145.208	4.86	5.412	0.0	81.685	26.038	-11.305	31.6	0.0	103.36	5.48	5.35	0.0	83.066	20.372	-9.853	0.0	0.0	157.704	4.66	4.85	0.0	84.047	8.53	-1.0	37.2	0.0	243.628
5.48	3.85	0.532	81.475	24.15	-13.34	34.8	0.0	224.254	4.21	4.287	0.532	81.793	32.795	-1.868	28.8	0.964	259.999	4.57	5.037	0.0	84.935	24.004	-13.669	0.0	0.0	194.418	5.23	5.85	0.0	85.276	31.051	-1.596	35.0	0.0	174.656	5.02	6.037	0.0	86.35	11.073	-9.301	0.0	0.0	224.641	5.02	5.1	0.0	85.632	0.0	0.0	0.2	0.0	186.281	5.73	5.35	1.063	82.308	9.038	-1.0	0.0	0.0	144.917	4.82	5.35	0.0	82.656	26.91	-11.296	31.6	0.0	103.263	5.46	5.35	0.0	83.386	20.953	-9.853	0.0	0.0	157.413	4.66	4.85	0.0	84.23	9.474	-1.0	37.2	0.0	243.628
5.38	3.913	0.532	81.922	24.731	-12.689	34.8	0.0	224.447	4.16	4.35	1.595	81.664	32.722	-7.798	28.8	0.955	249.052	4.57	4.912	0.0	84.958	24.15	-13.586	0.0	0.0	194.708	5.22	5.662	0.0	86.13	30.833	-1.323	35.0	0.0	175.044	4.96	5.975	0.0	85.617	11.218	-9.195	0.0	0.0	224.254	5.0	5.037	0.0	86.166	0.0	0.0	0.2	0.0	186.281	5.74	5.35	0.532	82.146	9.329	-1.0	0.0	0.0	145.111	4.78	5.225	0.0	82.414	26.256	-11.243	31.6	0.0	125.834	5.38	5.412	0.0	83.966	20.59	-9.861	0.0	0.0	157.51	4.64	4.85	0.0	84.225	8.893	-1.0	37.2	0.0	243.628
5.39	3.975	1.063	81.807	25.021	-13.245	34.8	0.913	220.669	4.14	4.162	0.0	81.846	32.795	-7.832	28.8	1.039	240.334	4.56	5.162	0.0	85.294	24.222	-14.332	0.0	0.0	206.43	5.18	5.85	0.0	85.151	30.833	-1.561	35.0	0.0	175.431	4.95	5.975	0.0	86.22	11.218	-9.303	0.0	1.006	197.518	4.99	5.1	0.0	86.208	0.0	0.0	0.2	0.0	186.184	5.67	5.412	0.532	83.528	8.603	-1.0	0.0	0.0	145.208	4.82	5.412	0.0	81.793	26.838	-11.374	31.6	0.0	126.124	5.34	5.35	0.0	83.589	20.517	-10.049	0.0	0.0	157.51	4.67	5.1	0.0	84.004	8.748	-1.0	37.2	0.0	243.24
5.38	3.913	0.0	82.554	24.222	-12.793	34.8	0.0	220.379	4.15	4.475	0.0	82.035	32.722	-7.811	28.8	0.0	240.625	4.49	5.1	0.0	85.502	24.15	-13.68	0.0	0.947	199.842	5.19	5.912	0.0	85.673	30.252	-1.582	35.0	0.0	175.334	4.92	5.975	0.0	86.235	11.581	-9.382	0.0	1.265	197.518	4.96	5.1	0.0	85.639	0.0	0.0	0.2	0.0	186.184	5.1	5.412	0.532	87.391	8.748	-1.0	0.0	0.0	24.411	4.79	5.225	0.0	82.533	26.184	-11.277	31.6	0.0	125.834	4.98	5.537	0.0	89.196	21.098	-9.878	0.0	0.0	330.035	4.74	5.1	0.0	83.746	8.966	-1.0	37.2	0.0	243.821
5.4	3.788	0.532	82.419	24.658	-12.826	34.8	0.0	220.379	4.16	4.475	0.532	81.874	32.432	-1.737	28.8	0.0	240.334	4.56	5.1	0.0	84.91	23.932	-13.68	0.0	1.156	213.695	4.54	5.975	0.0	91.066	30.252	-1.638	35.0	1.316	58.413	4.91	6.1	0.0	86.456	10.782	-9.272	0.0	0.0	197.518	4.94	5.1	0.0	86.039	0.0	0.0	0.2	0.0	186.281	4.65	5.537	0.0	91.829	9.329	-1.0	0.0	0.0	21.408	4.58	5.225	0.0	84.87	26.184	-11.243	31.6	0.0	57.541	4.56	5.225	0.0	92.552	20.735	-9.854	0.0	0.0	355.996	4.61	5.162	0.0	84.035	9.111	-1.0	37.2	0.0	244.015
5.4	3.975	0.532	82.278	24.295	-12.965	34.8	0.0	220.282	4.2	4.475	2.127	81.86	32.577	-7.82	28.8	0.0	240.818	4.12	5.037	0.0	88.76	24.077	-13.431	0.0	0.0	73.137	4.38	5.975	0.0	91.129	31.124	-1.532	35.0	0.0	47.757	4.6	6.037	0.0	90.213	10.855	-9.246	0.0	0.0	68.584	4.23	5.037	0.0	93.243	0.0	0.0	0.2	1.575	50.372	4.6	5.475	0.532	92.48	8.385	-1.0	0.0	0.0	33.614	3.96	5.225	0.0	90.025	26.547	-11.143	31.6	2.12	30.901	4.54	5.537	0.0	93.389	20.662	-9.999	0.0	0.0	345.922	4.67	5.1	0.0	84.027	8.893	-1.0	37.2	0.0	243.918
5.15	4.1	0.0	85.008	25.021	-13.442	34.8	0.0	52.116	4.18	4.287	0.0	82.553	32.795	-7.863	28.8	0.0	240.14	3.78	4.912	0.0	91.804	23.641	-13.646	0.0	0.0	40.104	4.29	5.975	0.0	91.147	30.833	-1.391	35.0	1.953	47.951	4.28	6.1	0.0	93.113	10.855	-9.281	0.0	1.24	59.769	4.1	5.1	0.0	94.422	0.0	0.0	0.2	0.0	46.013	4.66	5.412	0.532	92.909	8.094	-1.0	0.0	2.112	37.682	3.92	5.225	0.0	90.776	26.62	-10.985	31.6	1.961	45.626	4.51	5.225	0.0	93.93	20.299	-9.871	0.0	0.0	355.996	4.3	5.225	0.0	77.689	8.821	-1.0	37.2	0.0	107.525
4.8	4.35	0.0	88.26	24.876	-13.139	34.8	1.542	45.238	3.74	4.537	0.0	89.05	32.65	-7.844	28.8	0.0	118.569	3.71	4.975	0.0	92.856	23.641	-13.658	0.0	0.0	58.897	4.41	6.1	0.0	91.221	29.962	-1.291	35.0	1.592	38.845	4.16	6.1	0.0	94.237	10.709	-9.328	0.0	1.76	59.381	4.06	4.787	0.0	94.97	0.0	0.0	0.2	1.693	50.76	4.6	5.537	0.0	93.159	8.53	-1.0	0.0	1.894	31.773	3.92	5.162	0.0	91.216	26.402	-11.134	31.6	1.341	51.05	4.43	5.537	0.0	94.272	20.662	-9.894	0.0	0.0	355.996	4.3	5.412	0.0	71.639	8.966	-1.0	37.2	0.0	67.518
4.86	4.412	0.532	89.058	25.094	-13.264	34.8	2.011	46.788	3.54	4.475	2.127	88.998	32.867	-7.882	28.8	1.559	105.201	3.68	4.85	0.0	93.296	23.641	-13.883	0.0	1.534	53.375	4.37	6.037	0.0	91.336	30.543	-1.518	35.0	1.651	46.885	4.1	5.912	0.0	94.642	10.855	-9.295	0.0	1.307	57.638	4.03	5.225	0.0	95.399	0.0	0.0	0.2	1.483	35.842	4.6	5.225	0.0	93.262	9.329	-1.0	0.0	1.751	34.001	3.89	5.412	0.0	91.521	26.474	-11.708	31.6	0.955	43.204	4.48	5.537	0.0	94.547	20.953	-9.911	0.0	0.0	0.194	4.2	5.475	0.0	66.694	9.038	-1.0	37.2	0.0	64.903
4.8	4.287	0.0	89.409	24.513	-13.073	34.8	1.911	47.951	3.48	4.662	0.0	87.773	33.013	-7.918	28.8	1.617	105.394	3.65	5.1	0.0	93.713	24.15	-13.68	0.0	1.86	42.913	4.35	6.1	0.0	91.456	30.397	-1.503	35.0	1.626	49.016	4.18	5.975	0.0	94.884	11.073	-9.293	0.0	1.115	47.369	4.04	5.225	0.0	95.599	0.0	0.0	0.2	1.198	46.594	4.54	5.475	0.532	93.43	8.603	-1.0	0.0	1.668	34.195	3.84	5.35	0.0	91.716	26.547	-11.066	31.6	0.0	47.563	4.36	5.412	0.0	94.695	20.517	-9.895	0.0	0.0	11.915	4.06	5.225	0.0	63.751	8.603	-1.0	37.2	0.0	70.328
4.86	4.412	0.0	89.618	24.658	-13.264	34.8	1.332	38.36	3.61	4.6	0.532	86.335	32.722	-7.85	28.8	1.341	105.976	3.64	5.1	0.0	94.013	24.367	-13.68	0.0	1.517	52.503	4.34	6.35	0.0	91.558	31.051	-1.479	35.0	1.534	47.563	4.08	6.1	0.0	95.056	11.073	-9.281	0.0	0.997	53.86	3.99	5.162	0.0	95.743	0.0	0.0	0.2	1.584	43.688	4.6	5.6	1.063	93.629	9.256	-1.0	0.0	1.45	34.195	3.8	5.35	0.0	91.851	26.474	-11.097	31.6	0.947	42.041	4.46	5.6	0.0	94.883	20.88	-10.181	0.0	0.0	347.084	4.1	5.6	0.0	61.804	8.966	-1.0	37.2	0.0	76.043
4.82	4.6	0.0	89.758	25.239	-13.239	34.8	1.433	53.278	3.68	4.725	0.0	84.539	32.577	-7.872	28.8	0.0	105.104	3.62	5.162	0.0	94.188	24.077	-13.692	0.0	1.299	53.181	4.42	6.1	0.0	91.6	30.833	-1.468	35.0	1.433	43.495	3.99	6.037	0.0	95.189	10.855	-9.311	0.0	0.0	71.49	4.06	5.225	0.0	95.88	0.0	0.0	0.2	1.215	42.332	4.64	5.475	1.063	93.763	8.966	-1.0	0.0	1.433	34.098	3.85	5.225	0.0	91.988	26.765	-11.21	31.6	0.0	42.332	4.41	5.412	0.0	95.028	20.59	-9.93	0.0	0.0	351.637	4.15	5.412	0.0	60.223	8.893	-1.0	37.2	0.0	85.827
4.79	4.412	1.063	89.879	24.44	-13.264	34.8	1.156	57.056	3.48	4.787	0.0	65.411	32.94	-7.913	28.8	1.324	105.297	3.62	5.1	0.0	94.448	24.15	-13.741	0.0	1.332	50.082	4.41	6.162	0.0	91.556	30.47	-1.453	35.0	1.366	45.722	4.08	6.1	0.0	95.254	11.0	-9.245	0.0	1.048	65.775	4.02	5.537	0.0	96.026	0.0	0.0	0.2	1.366	43.979	4.56	5.35	1.595	93.822	8.603	-1.0	0.0	1.123	34.195	3.82	5.225	0.0	92.104	26.547	-11.312	31.6	0.0	42.235	4.37	5.537	0.0	95.177	20.808	-9.911	0.0	0.0	348.925	4.2	5.475	0.0	59.303	9.111	-1.0	37.2	0.0	91.929
4.82	4.475	0.532	90.015	24.658	-13.39	34.8	0.939	56.863	3.46	4.6	0.0	41.903	32.577	-7.85	28.8	1.575	105.685	3.62	5.162	0.0	94.688	24.004	-13.753	0.0	1.207	40.782	4.39	6.225	0.0	91.592	31.051	-1.651	35.0	0.0	34.583	4.04	6.225	0.0	95.362	11.145	-9.234	0.0	1.089	56.766	4.02	5.1	0.0	96.105	0.0	0.0	0.2	1.182	44.27	4.57	5.412	0.532	93.865	9.038	-1.0	0.0	0.0	34.292	3.83	5.35	0.0	92.19	26.765	-11.4	31.6	0.0	42.429	4.39	5.662	0.0	95.302	20.662	-9.998	0.0	0.0	348.925	4.08	5.412	0.0	58.775	8.821	-1.0	37.2	0.0	90.573
4.76	4.475	0.532	90.085	24.367	-13.449	34.8	0.989	57.153	3.41	4.6	0.0	11.21	32.867	-7.841	28.8	0.964	105.491	3.6	5.1	0.0	94.841	23.859	-13.866	0.0	0.98	40.492	4.35	6.037	0.0	91.623	30.397	-1.412	35.0	0.972	37.876	4.02	6.1	0.0	95.435	11.218	-9.219	0.0	0.0	56.863	4.04	5.35	0.0	96.189	0.0	0.0	0.2	0.0	44.463	4.59	5.475	0.532	93.952	9.256	-1.0	0.0	0.0	34.195	3.82	5.412	0.0	92.228	26.474	-11.41	31.6	0.0	43.01	4.34	5.6	0.0	95.387	20.808	-9.954	0.0	0.0	348.634	4.08	5.35	0.0	58.435	8.966	-1.0	37.2	0.0	84.277
4.66	4.35	0.0	90.144	24.513	-14.113	34.8	1.098	54.15	3.5	4.6	0.0	5.679	32.795	-7.877	28.8	0.939	105.588	3.62	5.225	0.0	94.966	23.714	-13.764	0.0	1.257	42.332	4.31	6.1	0.0	91.696	30.688	-1.468	35.0	0.0	38.167	4.14	6.1	0.0	95.509	11.218	-9.21	0.0	0.0	56.959	4.02	4.975	0.0	96.261	0.0	0.0	0.2	0.0	43.495	4.56	5.35	0.0	93.984	9.038	-1.0	0.0	0.0	34.001	3.78	5.225	0.0	92.3	26.111	-11.453	31.6	0.0	42.72	4.34	5.537	0.0	95.486	20.517	-9.999	0.0	0.0	349.022	4.06	5.412	0.0	57.863	9.184	-1.0	37.2	0.0	84.858
4.92	4.725	0.0	90.19	24.44	-13.613	34.8	0.905	42.623	3.5	4.662	1.063	3.128	32.722	-2.036	28.8	1.374	105.491	3.56	5.225	0.0	95.068	24.15	-13.582	0.0	1.098	48.435	4.48	6.287	0.0	91.679	31.051	-1.53	35.0	1.073	38.554	4.04	6.287	0.0	95.56	11.073	-9.233	0.0	0.0	56.863	3.99	5.6	0.0	96.331	0.0	0.0	0.2	0.0	44.173	4.52	5.475	1.063	94.054	8.966	-1.0	0.0	0.997	34.292	3.82	5.412	0.0	92.352	26.692	-11.445	31.6	0.0	42.913	4.32	5.412	0.0	95.52	20.88	-9.965	0.0	0.0	349.022	4.0	5.537	0.0	58.024	8.53	-1.0	37.2	0.0	83.986
